work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,numero,salary_in_usd,salary_last_dollar_value,salary_pay_cripto,salary_%_cripto,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_boot_camp,profile_boot_camp_carrer,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,profile_age,profile_gender,cured_programming_languages,num_of_programming_languages,age_range,profile_studies_short,salary_monthly_DESCUENTOS,Provincia,Genero,Provincia3,Proporciones_salarios
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),210000.0,180000.0,True,,,,,Menos de un sueldo,Mix de las anteriores,No,0,No tuve,3,Descuento en gimnasios / Clases de gimnasia online,3,BI Analyst / Data Analyst,1.0,1.0,0.0,0.0,Linux,"Bash/Shell, Python, R, SQL","Hadoop, Spark, TensorFlow",PostgreSQL,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,6,,,,,,,,,,24,Fluido,"['bash/shell', 'python', 'r', 'sql']",4,menor a 25,False,0.14285714285714285,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.8571428571428571
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1000000.0,1000000.0,True,Cobro todo el salario en dólares,1 a 1,,0,No,No recibo bono,Dos,30%,Marzo,4,"Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,Technical Leader,15.0,0.0,0.0,2.0,Azure,".NET, C#, CSS, HTML, Javascript, Python, SQL",".NET Core, Bootstrap, jQuery","ElasticSearch, Microsoft SQL Server","Postman, Visual Studio Coded UI",De 11  a 50  personas,100% remoto,0,10,Posgrado/Especialización,Completo,Licenciatura en Sistemas de Información,UK - Universidad Kennedy,,,No,0.0,Porcentaje de mi sueldo bruto,35,Fluido,"['.net', 'c#', 'css', 'html', 'javascript', 'python', 'sql']",7,35 a 40,Posgrado,0.0,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,1.0
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),313000.0,263000.0,True,,,,,No,No recibo bono,Uno,17,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",3,Sales / Pre-Sales,15.0,2.0,0.0,0.0,"Google Cloud Platform, Kubernetes",SQL,Ninguno de los anteriores,"Google Cloud Storage, Microsoft SQL Server, MySQL, PostgreSQL","Cucumber, Postman",De 51 a 100 personas,100% remoto,0,10,,,,,,,,,,48,Fluido,['sql'],1,mayor a 40,False,0.1597444089456869,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.8402555910543131
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),308590.0,157000.0,True,,,,,No,No recibo bono,Uno,10,Mayo,2,"Licencia por nacimiento extendida, Sueldo dividido en dos pagos por mes",2,Developer,18.0,1.0,0.0,0.0,"Docker, Kubernetes, OpenStack",".NET, C#, HTML, SQL, TypeScript",".NET Core, Bootstrap, jQuery, Node.js, Vue.js","Microsoft SQL Server, Oracle",Xunit,De 1001 a 2000 personas,Híbrido (presencial y remoto),2,5,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,No,0.0,Porcentaje de mi sueldo bruto,38,Fluido,"['.net', 'c#', 'html', 'sql', 'typescript']",5,35 a 40,Universitario,0.49123432386013804,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.5087656761398619
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),470000.0,340000.0,True,,,,,Un sueldo,Performance individual,Tres,18,Julio,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",2,Manager / Director,14.0,14.0,12.0,9.0,SAP,ABAP,SAP,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,7,,,,,,,,,,37,Varón cis,['abap'],1,35 a 40,False,0.2765957446808511,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.723404255319149
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),530000.0,350000.0,True,,,,,3+ sueldos,Performance individual,Dos,25,Mayo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1,Sales / Pre-Sales,20.0,4.0,3.0,0.0,Amazon Web Services,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,8,,,,,,,,,,39,Varón cis,[],0,35 a 40,False,0.33962264150943394,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.660377358490566
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),270000.0,225000.0,True,,,,,No,No recibo bono,No,0,No tuve,3,"Descuentos varios (Clarín 365, Club La Nación, etc)",2,Business Analyst,12.0,0.0,0.0,0.0,Windows Server,SQL,xxxx,"Microsoft SQL Server, Oracle",xxx,De 501 a 1000 personas,Híbrido (presencial y remoto),2,6,,,,,,,,,,46,Varón cis,['sql'],1,mayor a 40,False,0.16666666666666666,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8333333333333334
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),306000.0,220000.0,True,Mi sueldo está dolarizado (pero cobro en moneda local),2500,,,Menos de un sueldo,Votado por decisión colectiva,Tres,50,Julio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida",2,Infosec,3.0,1.0,1.0,0.0,"Windows Server, SFTP, ONE AD, OneAccess/Sailpoint.",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),0,10,,,,,,,,,,29,Varón cis,[],0,25 a 30,False,0.28104575163398693,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.7189542483660131
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),265000.0,232000.0,True,Mi sueldo está dolarizado (pero cobro en moneda local),,,,No,No recibo bono,Dos,No se,Julio,2,Ninguna de las anteriores,2,SysAdmin / DevOps / SRE,6.0,1.0,7.0,0.0,"Azure, Docker, Kubernetes, Linux, Serverless, HyprrV","Bash/Shell, SQL",".NET Core, HCL","Cassandra, ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL, Redis, Cosmos DB","JUnit, Postman, Visual Studio Coded UI",De 501 a 1000 personas,100% remoto,0,8,,,,,,,,,,43,Varón cis,"['bash/shell', 'sql']",2,mayor a 40,False,0.12452830188679245,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8754716981132076
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),366000.0,255000.0,True,,,,,No,No recibo bono,Tres,50,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,Developer,12.0,0.0,0.0,2.0,SAP,ABAP,SAP,HANA,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,8,,,,,,,,,,36,Varón cis,['abap'],1,35 a 40,False,0.30327868852459017,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6967213114754098
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),427915.0,329337.0,True,Cobro todo el salario en dólares,,,0,No,No recibo bono,Tres,45,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,4.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Google Cloud Platform, Linux, SAP","Groovy, Javascript, Kotlin",Vue.js,"Amazon DynamoDB, MongoDB, MySQL, Redis",Katalon,De 5001 a 10000 personas,100% remoto,0,8,Universitario,Completo,Licenciatura en Sistemas de Información,UP - Universidad de Palermo,,,,,,28,Bigénero,"['groovy', 'javascript', 'kotlin']",3,25 a 30,Universitario,0.23036818059661382,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.7696318194033862
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000.0,450000.0,True,,,,,De uno a tres sueldos,Mix de las anteriores,Tres,40,Julio,2,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",2,Technical Leader,20.0,15.0,4.0,9.0,"Amazon Web Services, Azure, Docker, Firebase, Kubernetes, Linux, OpenShift, SAP, Serverless, VMWare, Windows Server",".NET, Bash/Shell, C#, HTML, Java, Javascript, PHP, Python, SQL",".NET Core, Angular, Bootstrap, Django, Hibernate, jQuery, Node.js, React.js, SAP, WordPress","Amazon DynamoDB, Amazon RDS/Aurora, HANA, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL","JUnit, NUnit, Postman, SoapUI, TFS, Visual Studio Coded UI, Xunit",Más de 10000 personas,Híbrido (presencial y remoto),2,4,,,,,,,,,,40,Bigénero,"['.net', 'bash/shell', 'c#', 'html', 'java', 'javascript', 'php', 'python', 'sql']",9,mayor a 40,False,0.25,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.75
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),290000.0,210000.0,True,,,,,De uno a tres sueldos,Permanencia,Tres,30%,Marzo,2,Clases de idiomas,2,Developer,4.0,0.0,0.0,0.0,Firebase,"Javascript, TypeScript",React.js,MySQL,Jest,De 201 a 500 personas,100% remoto,0,9,Terciario,En curso,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,,,,,,40,Varón cis,"['javascript', 'typescript']",2,mayor a 40,Pregrado,0.27586206896551724,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.7241379310344828
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000.0,450000.0,True,Cobro parte del salario en dólares,128,,0,Un sueldo,Mix de las anteriores,Dos,30,Mayo,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",3,Architect,6.0,6.0,2.0,11.0,Salesforce,Javascript,jQuery,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,1,7,,,,,,,,,,30,Varón cis,['javascript'],1,30 a 35,False,0.25,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.75
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),290000.0,200000.0,True,,,,,Un sueldo,Performance de la compañía,Tres,46,Junio,2,"Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,Ingeniería,7.0,3.0,3.0,0.0,Microcontroladores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),2,7,,,,,,,,,,35,Varón cis,[],0,35 a 40,False,0.3103448275862069,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6896551724137931
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),480000.0,320000.0,True,Cobro todo el salario en dólares,2.200 usd norecuerdo que valor tomaron,,,Menos de un sueldo,Performance individual,No,0,No tuve,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Manager / Director,11.0,3.0,3.0,10.0,,,,,,De 2001a 5000 personas,Híbrido (presencial y remoto),1,10,,,,,,,,,,33,Varón cis,[],0,30 a 35,False,0.3333333333333333,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6666666666666666
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),321000.0,223000.0,True,,,,,De uno a tres sueldos,Performance individual,Tres,62,Julio,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Architect,2.0,6.0,2.0,0.0,"Amazon Web Services, Arduino o similar, Docker, Firebase, Kubernetes, Linux, OpenShift, VMWare, Windows Server, Ninguna de las anteriores","Arduino, Bash/Shell, C, C++, CSS, HTML, Javascript, TypeScript","React.js, WordPress","MariaDB, MongoDB, MySQL",Visual Studio Coded UI,De 5001 a 10000 personas,Híbrido (presencial y remoto),1,8,,,,,,,,,,26,Varón cis,"['arduino', 'bash/shell', 'c', 'c++', 'css', 'html', 'javascript', 'typescript']",8,25 a 30,False,0.3052959501557632,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6947040498442367
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),400000.0,332000.0,True,Cobro todo el salario en dólares,,,,No,No recibo bono,Dos,30,Julio,3,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior",3,Technical Leader,2.0,1.0,0.0,3.0,"Amazon Web Services, Google Cloud Platform, Kubernetes","Go, Kotlin, Python",Spring,MySQL,JUnit,De 51 a 100 personas,100% remoto,0,10,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,No,0.0,Porcentaje de mi sueldo bruto,25,Varón cis,"['go', 'kotlin', 'python']",3,25 a 30,Universitario,1.0,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.83
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),200000.0,173000.0,True,,,,0,No,No recibo bono,Uno,20,Mayo,2,Ninguna de las anteriores,2,BI Analyst / Data Analyst,10.0,0.0,0.0,0.0,"Docker, Kubernetes, Linux",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,8,,,,,,,,,,43,Varón cis,[],0,mayor a 40,False,0.135,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.865
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000.0,220000.0,True,,,,,No,No recibo bono,Dos,10,Julio,2,Abono de celular,3,Networking,8.0,17.0,5.0,5.0,"Docker, Linux",Python,Flask,MariaDB,Postman,De 5001 a 10000 personas,Híbrido (presencial y remoto),3,9,,,,,,,,,,44,Varón cis,['python'],1,mayor a 40,False,0.21428571428571427,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.7857142857142857
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100000.0,100000.0,True,Mi sueldo está dolarizado (pero cobro en moneda local),,,,Menos de un sueldo,Performance individual,Uno,0,Abril,3,Lactario en la oficina,2,Consultant,3.0,34.0,34.0,34.0,"AIX, Kubernetes","Python, Ninguno de los anteriores",Laravel,Oracle,Watir,De 2 a 10 personas,Híbrido (presencial y remoto),2,3,,,,,,,,,,23,Varón cis,['python'],1,menor a 25,False,0.0,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,1.0
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),207000.0,175000.0,True,,,,,Menos de un sueldo,Mix de las anteriores,Uno,15,Junio,3,Abono de Internet,2,Developer,3.0,0.0,0.0,0.0,OpenShift,".NET, C#, TypeScript",".NET Core, Next.js, Node.js, React.js","Microsoft SQL Server, MongoDB","Postman, Xunit",De 101 a 200 personas,100% remoto,0,6,,,,,,,,,,27,Varón cis,"['.net', 'c#', 'typescript']",3,25 a 30,False,0.15458937198067632,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8454106280193237
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),485327.0,328758.0,True,,,,,No,No recibo bono,Más de tres,no lo calcule,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",2,BI Analyst / Data Analyst,30.0,9.0,9.0,0.0,Windows Server,plsql,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,3,Universitario,Completo,Licenciatura en Sistemas de Información,UP - Universidad de Palermo,,,No,0.0,Porcentaje de mi sueldo bruto,49,Varón cis,['plsql'],1,mayor a 40,Universitario,0.32260517135869216,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6773948286413078
Argentina,Córdoba,Full-Time,Staff (planta permanente),190000.0,165000.0,True,Cobro parte del salario en dólares,No se,,,Menos de un sueldo,Performance individual,Dos,35,Julio,2,"Clases de idiomas, 1 viernes libre al mes.",2,Technical Leader,2.7,2.7,0.0,4.0,"Docker, Firebase, Google Cloud Platform, Linux","CSS, HTML, Java, Javascript, Objective-C, TypeScript","Node.js, React.js, React native",MongoDB,Postman,De 11  a 50  personas,Híbrido (presencial y remoto),2,6,,,,,,,,,,29,Varón cis,"['css', 'html', 'java', 'javascript', 'objective-c', 'typescript']",6,25 a 30,False,0.13157894736842105,Interior,Varón Cis,Interior,0.868421052631579
Argentina,Córdoba,Full-Time,Staff (planta permanente),330000.0,280000.0,True,Mi sueldo está dolarizado (pero cobro en moneda local),--,,,Un sueldo,Performance de la compañía,Uno,15,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,4.0,0.0,0.0,0.0,"Amazon Web Services, Kubernetes",Javascript,Node.js,Amazon DynamoDB,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,8,Secundario,Completo,,,,,"Sí, pasiva",0.0,Bruto,29,Varón Trans,['javascript'],1,25 a 30,Pregrado,0.15151515151515152,Interior,Otres,Interior,0.8484848484848485
Argentina,Córdoba,Full-Time,Staff (planta permanente),210000.0,173000.0,True,,,,0,De uno a tres sueldos,Mix de las anteriores,Uno,10,Julio,3,"Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,Developer,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Java,Spring,MySQL,"JUnit, Postman",Más de 10000 personas,100% remoto,0,10,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,DigitalHouse - Mercadolibre,It Boarding Bootcamp - Backend Java,,,,31,Varón Cis,['java'],1,30 a 35,Universitario,0.1761904761904762,Interior,Varón Cis,Interior,0.8238095238095238
Argentina,Córdoba,Full-Time,Freelance,110000.0,100000.0,True,,,,,No,No recibo bono,Uno,0,Enero,2,Ninguna de las anteriores,1,Developer,2.0,2.0,2.0,0.0,Amazon Web Services,Javascript,"Node.js, React.js","MongoDB, PostgreSQL",Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),3,0,,,,,,,,,,28,Varón Cis,['javascript'],1,25 a 30,False,0.09090909090909091,Interior,Varón Cis,Interior,0.9090909090909091
Argentina,Córdoba,Full-Time,Staff (planta permanente),190400.0,158032.0,True,,,,,De uno a tres sueldos,Performance de la compañía,Uno,12,Abril,4,Abono de Internet,3,Data Engineer,0.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Kubernetes, Linux",Python,"Ninguno de los anteriores, Airflow","Amazon Redshift, Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,10,Secundario,Completo,,,,,No,0.0,Neto,24,Varón Cis,['python'],1,menor a 25,Pregrado,0.17,Interior,Varón Cis,Interior,0.83
Argentina,Córdoba,Full-Time,Staff (planta permanente),259800.0,215640.0,True,Cobro parte del salario en dólares,,,,No,No recibo bono,Uno,0,Abril,2,Clases de idiomas,2,Developer,2.0,0.0,0.0,0.0,Oracle,Javascript,"Node.js, Ninguno de los anteriores",Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,4,,,,,,,,,,23,Varón Cis,['javascript'],1,menor a 25,False,0.16997690531177828,Interior,Varón Cis,Interior,0.8300230946882217
Argentina,Córdoba,Full-Time,Staff (planta permanente),207000.0,165000.0,True,,,,,Un sueldo,Mix de las anteriores,Dos,35,Mayo,2,Abono de Internet,2,Developer,2.0,0.0,0.0,0.0,Amazon Web Services,"CSS, HTML, Javascript, PHP, SQL","Angular, Bootstrap, Vue.js","MariaDB, MongoDB, MySQL","Jest, Postman",Más de 10000 personas,100% remoto,0,9,Secundario,Completo,Tecnicatura Electrónica,,,,No,0.0,Porcentaje de mi sueldo bruto,23,Varón Cis,"['css', 'html', 'javascript', 'php', 'sql']",5,menor a 25,Pregrado,0.2028985507246377,Interior,Varón Cis,Interior,0.7971014492753623
Argentina,Córdoba,Full-Time,Freelance,500000.0,400000.0,True,Cobro parte del salario en dólares,125,,0,No,No recibo bono,Tres,35,Junio,2,Todas las ventajas y desventajas de ser autónomo,3,Developer,11.0,11.0,11.0,0.0,"Google Cloud Platform, Linux, Windows Server","CSS, HTML, Java, Javascript, PHP, SQL","Angular, Bootstrap, jQuery, Node.js, WordPress","MariaDB, Microsoft SQL Server, PostgreSQL, SQLite",Ninguna de las anteriores,1 (solamente yo),100% presencial,0,10,Universitario,Completo,Analista de Computación,UNRC - Universidad Nacional de Río Cuarto,,,"Sí, pasiva",0.0,Neto,37,Varón Cis,"['css', 'html', 'java', 'javascript', 'php', 'sql']",6,35 a 40,Universitario,0.2,Interior,Varón Cis,Interior,0.8
Argentina,Córdoba,Full-Time,Staff (planta permanente),275000.0,275000.0,True,,,,,No,No recibo bono,Uno,25,Abril,1,Ninguna de las anteriores,2,Technical Leader,6.0,1.0,0.0,3.0,"Amazon Web Services, Docker, Linux, Serverless","Javascript, Python",Node.js,"MongoDB, PostgreSQL, Redis",Jest,De 51 a 100 personas,100% remoto,0,4,Universitario,En curso,Licenciatura en Ciencias de la Computación,UNC - Universidad Nacional de Córdoba,,,No,0.0,Neto,24,Varón Cis,"['javascript', 'python']",2,menor a 25,Universitario,0.0,Interior,Varón Cis,Interior,1.0
Argentina,Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1100000.0,1000000.0,True,Cobro todo el salario en dólares,,,,No,No recibo bono,No,0,No tuve,2,Horarios flexibles,3,Developer,3.0,1.0,1.0,0.0,Altus,"CSS, HTML, Javascript","Node.js, React.js",Ninguna de las anteriores,"Cypress, Jest, Mocha, Postman, WebDriver.IO",Más de 10000 personas,100% remoto,0,7,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,No,0.0,Bruto,33,Varón Cis,"['css', 'html', 'javascript']",3,30 a 35,Universitario,0.09090909090909091,Interior,Varón Cis,Interior,0.9090909090909091
Argentina,Córdoba,Full-Time,Staff (planta permanente),280000.0,250000.0,True,,,,,No,No recibo bono,Dos,40,Julio,3,Capacitaciones y/o cursos,3,Technical Leader,2.0,1.0,1.0,2.0,"Amazon Web Services, Firebase, Serverless, Windows Server","CSS, Dart, HTML, Javascript, Python, SQL, TypeScript","Flutter, Node.js, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL",Postman,De 201 a 500 personas,100% remoto,0,8,,,,,,,,,,35,Varón Cis,"['css', 'dart', 'html', 'javascript', 'python', 'sql', 'typescript']",7,35 a 40,False,0.10714285714285714,Interior,Varón Cis,Interior,0.8928571428571429
Argentina,Córdoba,Full-Time,Staff (planta permanente),172000.0,145760.0,True,,,,,No,No recibo bono,Uno,22,Marzo,2,Vacaciones flexibles (adicionales a las reglamentarias),2,Developer,6.0,3.0,3.0,0.0,SAP,".NET, C#, HTML, Javascript, SQL",".NET Core, SAP","HANA, Microsoft SQL Server",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,5,Terciario,Completo,Analista de Sistemas,IES Colegio Universitario,,,No,0.0,Porcentaje de mi sueldo bruto,29,Varón Cis,"['.net', 'c#', 'html', 'javascript', 'sql']",5,25 a 30,Pregrado,0.15255813953488373,Interior,Varón Cis,Interior,0.8474418604651163
Argentina,Córdoba,Full-Time,Remoto (empresa de otro país),400000.0,360000.0,True,Cobro todo el salario en dólares,220,,,No,No recibo bono,No,0,No tuve,4,Ninguna de las anteriores,3,Developer,2.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Linux","Javascript, TypeScript",Node.js,MongoDB,"Jest, Puppeteer",De 101 a 200 personas,100% remoto,0,7,Secundario,Completo,,,,,No,0.0,Porcentaje de mi sueldo bruto,27,Varón Cis,"['javascript', 'typescript']",2,25 a 30,Pregrado,0.1,Interior,Varón Cis,Interior,0.9
Argentina,Córdoba,Full-Time,Remoto (empresa de otro país),250000.0,240000.0,True,Cobro todo el salario en dólares,,,0,No,No recibo bono,Uno,20%,Febrero,3,"Capacitaciones y/o cursos, Clases de idiomas, Stock options / RSUs, Viáticos",4,Developer,0.0,0.0,0.0,0.0,"Amazon Web Services, Docker","CSS, HTML, Javascript, TypeScript","jQuery, Laravel, Node.js, React.js",PostgreSQL,Jest,De 101 a 200 personas,100% remoto,0,10,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,NO,,,,,25,Varón Cis,"['css', 'html', 'javascript', 'typescript']",4,25 a 30,Universitario,0.04,Interior,Varón Cis,Interior,0.96
